,User ID,Country,Completed sim form,Passed training,Used phishing button,Test score,Time since training,Viewed images,Clicked link,Opened attachment,Reported sim,Watched feedback,Individual Risk Score,Status
104,9820612,FR,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
105,9820613,LI,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
106,9820617,FI,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
107,9820618,RU,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
108,9820621,US,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
109,9820622,US,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
110,9820624,LI,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
111,9820625,LI,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
112,9820626,US,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
113,9820628,SE,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
114,9820629,LI,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,-1.0,0.0,2.0,green
115,9820630,LI,1.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
116,9820632,US,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
117,9820634,FR,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
118,9820638,BG,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,green
119,9820640,FR,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,-1.0,0.0,1.0,green
120,9820641,SG,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
121,9820643,LI,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
122,9820644,FR,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,4.0,green
123,9820645,LI,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
124,9820647,SG,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
125,9820648,SG,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
126,9820649,LI,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,0.0,6.0,yellow
127,9820652,AT,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,4.0,green
128,9820653,CN,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
129,9820656,CN,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
130,9820657,US,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
131,9820658,AR,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,1.0,0.0,5.0,yellow
132,9820659,FR,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,4.0,green
133,9820660,US,0.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,green
134,9820661,HK,1.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
135,9820663,BE,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
136,9820664,RU,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
137,9820667,GB,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
138,9820668,GB,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
139,9820669,FR,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
140,9820671,LI,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
141,9820672,CH,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,4.0,green
142,9820673,FI,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,-1.0,0.0,2.0,green
143,9820674,NL,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
144,9820676,FI,0.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,green
145,9820677,FR,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
146,9820678,CZ,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,1.0,-1.0,4.0,green
147,9820679,NL,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
148,9820682,AR,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
149,9820685,NL,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,yellow
150,9820686,AE,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
151,9820689,CZ,0.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,1.0,-1.0,2.0,green
152,9820691,HK,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,yellow
153,9820694,MX,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
154,9820695,RO,1.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
155,9820696,MX,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
156,9820697,LI,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,yellow
157,9820698,LI,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
158,9820702,US,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
159,9820703,LI,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,-1.0,0.0,2.0,green
160,9820704,GB,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
161,9820705,GB,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
162,9820706,AE,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
163,9820707,CN,0.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,1.0,-1.0,3.0,green
164,9820709,BE,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
165,9820712,NL,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
166,9820714,GR,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,green
167,9820716,KR,1.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
168,9820717,PL,1.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,1.0,-1.0,5.0,yellow
169,9820718,NL,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
170,9820719,DE,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
171,9820720,DE,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
172,9820721,DE,0.0,1.0,0.0,,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
173,9820722,RU,0.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,green
174,9820724,MY,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,-1.0,0.0,1.0,green
175,9820725,AT,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
176,9820729,MX,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
177,9820730,CH,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,yellow
178,9820731,LI,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
179,9820732,RU,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
180,9820734,BE,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
181,9820736,VN,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
182,9820737,AE,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
183,9820739,IN,1.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,1.0,-1.0,4.0,green
184,9820742,FR,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
185,9820743,AT,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
186,9820744,HK,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
187,9820745,US,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,yellow
188,9820749,DE,0.0,1.0,0.0,,3.0,1.0,0.0,0.0,1.0,0.0,6.0,yellow
189,9820750,CO,0.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,1.0,-1.0,2.0,green
190,9820751,QA,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
191,9820752,RU,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
192,9820753,CN,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
193,9820755,AE,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
194,9820760,PT,0.0,1.0,0.0,,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
195,9820761,LI,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
196,9820763,LI,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
197,9820765,BY,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,1.0,0.0,5.0,yellow
198,9820766,CO,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,green
199,9820770,US,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
200,9820771,LI,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,1.0,0.0,5.0,yellow
201,9820773,DK,1.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
202,9820774,SG,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,yellow
203,9820781,DE,0.0,1.0,0.0,,3.0,1.0,0.0,0.0,1.0,0.0,6.0,yellow
204,9820783,PA,0.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,1.0,-1.0,2.0,green
205,9820784,GB,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,yellow
206,9820785,MY,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
207,9820786,PA,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,1.0,-1.0,4.0,green
208,9820787,GB,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,-1.0,0.0,2.0,green
209,9820788,HK,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
210,9820789,AE,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,yellow
211,9820791,CH,0.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,yellow
212,9820794,AT,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
213,9820796,SG,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
214,9820797,ES,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
215,9820798,LI,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
216,9820799,FR,1.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
217,9820804,HK,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
218,9820807,GB,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
219,9820808,CH,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,green
220,9820810,PT,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
221,9820814,NL,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
222,9820816,BG,1.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,green
223,9820818,HU,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
224,9820820,CH,0.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,green
225,9821264,CN,1.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
226,9821266,AU,1.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
227,9825431,,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,1.0,0.0,5.0,yellow
228,9825440,FI,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,yellow
229,9825443,GB,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
230,9825444,GB,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
231,9825445,GB,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,6.0,yellow
232,9825447,LI,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
233,9826343,DE,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
234,9826345,DE,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
235,9826347,DE,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
236,9826350,DE,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
237,9826566,US,1.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,1.0,-1.0,4.0,green
238,9826823,IT,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
239,9828791,LI,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,0.0,6.0,yellow
240,9828801,LI,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,green
241,9828802,LI,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
242,9828923,IT,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
243,9829436,LI,0.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,1.0,-1.0,5.0,yellow
244,9829886,LI,1.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,1.0,-1.0,5.0,yellow
245,9830270,BE,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,yellow
